ValueMeaning	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	ConceptualDomain
ATC:A06AA51	Liquidparaffin,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AA51&showdescription=no	Enumerated	String	ATC
ATC:A06AB	Contact laxatives	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB&showdescription=no	Enumerated	String	ATC
ATC:A06AB01	Oxyphenisatine	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB01&showdescription=no	Enumerated	String	ATC
ATC:A06AB02	Bisacodyl	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB02&showdescription=no	Enumerated	String	ATC
ATC:A06AB03	Dantron	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB03&showdescription=no	Enumerated	String	ATC
ATC:A06AB04	Phenolphthalein	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB04&showdescription=no	Enumerated	String	ATC
ATC:A06AB05	Castoroil	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB05&showdescription=no	Enumerated	String	ATC
ATC:A06AB06	Sennaglycosides	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB06&showdescription=no	Enumerated	String	ATC
ATC:A06AB07	Cascara	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB07&showdescription=no	Enumerated	String	ATC
ATC:A06AB08	Sodiumpicosulfate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB08&showdescription=no	Enumerated	String	ATC
ATC:A06AB09	Bisoxatin	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB09&showdescription=no	Enumerated	String	ATC
ATC:A06AB20	Contactlaxativesincombination	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB20&showdescription=no	Enumerated	String	ATC
ATC:A06AB30	Contactlaxativesincombinationwithbelladonnaalkaloids	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB30&showdescription=no	Enumerated	String	ATC
ATC:A06AB52	Bisacodyl,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB52&showdescription=no	Enumerated	String	ATC
ATC:A06AB53	Dantron,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB53&showdescription=no	Enumerated	String	ATC
ATC:A06AB56	Sennaglycosides,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB56&showdescription=no	Enumerated	String	ATC
ATC:A06AB57	Cascara,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB57&showdescription=no	Enumerated	String	ATC
ATC:A06AB58	Sodiumpicosulfate,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AB58&showdescription=no	Enumerated	String	ATC
ATC:A06AC	Bulk-forming laxatives	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC&showdescription=no	Enumerated	String	ATC
ATC:A06AC01	Ispaghula(psyllaseeds)	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC01&showdescription=no	Enumerated	String	ATC
ATC:A06AC02	Ethulose	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC02&showdescription=no	Enumerated	String	ATC
ATC:A06AC03	Sterculia	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC03&showdescription=no	Enumerated	String	ATC
ATC:A06AC05	Linseed	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC05&showdescription=no	Enumerated	String	ATC
ATC:A06AC06	Methylcellulose	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC06&showdescription=no	Enumerated	String	ATC
ATC:A06AC07	Triticum(wheatfibre)	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC07&showdescription=no	Enumerated	String	ATC
ATC:A06AC08	Polycarbophilcalcium	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC08&showdescription=no	Enumerated	String	ATC
ATC:A06AC51	Ispaghula,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC51&showdescription=no	Enumerated	String	ATC
ATC:A06AC53	Sterculia,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC53&showdescription=no	Enumerated	String	ATC
ATC:A06AC55	Linseed,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AC55&showdescription=no	Enumerated	String	ATC
ATC:A06AD	Osmotically acting laxatives	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD&showdescription=no	Enumerated	String	ATC
ATC:A06AD01	Magnesiumcarbonate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD01&showdescription=no	Enumerated	String	ATC
ATC:A06AD02	Magnesiumoxide	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD02&showdescription=no	Enumerated	String	ATC
ATC:A06AD03	Magnesiumperoxide	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD03&showdescription=no	Enumerated	String	ATC
ATC:A06AD04	Magnesiumsulfate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD04&showdescription=no	Enumerated	String	ATC
ATC:A06AD10	Mineralsaltsincombination	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD10&showdescription=no	Enumerated	String	ATC
ATC:A06AD11	Lactulose	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD11&showdescription=no	Enumerated	String	ATC
ATC:A06AD12	Lactitol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD12&showdescription=no	Enumerated	String	ATC
ATC:A06AD13	Sodiumsulfate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD13&showdescription=no	Enumerated	String	ATC
ATC:A06AD14	Pentaerithrityl	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD14&showdescription=no	Enumerated	String	ATC
ATC:A06AD15	Macrogol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD15&showdescription=no	Enumerated	String	ATC
ATC:A06AD16	Mannitol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD16&showdescription=no	Enumerated	String	ATC
ATC:A06AD17	Sodiumphosphate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD17&showdescription=no	Enumerated	String	ATC
ATC:A06AD18	Sorbitol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD18&showdescription=no	Enumerated	String	ATC
ATC:A06AD19	Magnesiumcitrate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD19&showdescription=no	Enumerated	String	ATC
ATC:A06AD21	Sodiumtartrate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD21&showdescription=no	Enumerated	String	ATC
ATC:A06AD61	Lactulose,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD61&showdescription=no	Enumerated	String	ATC
ATC:A06AD65	Macrogol,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AD65&showdescription=no	Enumerated	String	ATC
ATC:A06AG	Enemas drugs	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG&showdescription=no	Enumerated	String	ATC
ATC:A06AG01	Sodiumphosphate	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG01&showdescription=no	Enumerated	String	ATC
ATC:A06AG02	Bisacodyl	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG02&showdescription=no	Enumerated	String	ATC
ATC:A06AG03	Dantron,includingcombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG03&showdescription=no	Enumerated	String	ATC
ATC:A06AG04	Glycerol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG04&showdescription=no	Enumerated	String	ATC
ATC:A06AG06	Oil	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG06&showdescription=no	Enumerated	String	ATC
ATC:A06AG07	Sorbitol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG07&showdescription=no	Enumerated	String	ATC
ATC:A06AG10	Docusatesodium,includingcombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG10&showdescription=no	Enumerated	String	ATC
ATC:A06AG11	Laurilsulfate,includingcombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG11&showdescription=no	Enumerated	String	ATC
ATC:A06AG20	Combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AG20&showdescription=no	Enumerated	String	ATC
ATC:A06AH	Peripheral opioid receptor antagonists	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AH&showdescription=no	Enumerated	String	ATC
ATC:A06AH01	Methylnaltrexonebromide	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AH01&showdescription=no	Enumerated	String	ATC
ATC:A06AH02	Alvimopan	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AH02&showdescription=no	Enumerated	String	ATC
ATC:A06AH03	Naloxegol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AH03&showdescription=no	Enumerated	String	ATC
ATC:A06AX	Other drugs for constipation	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX&showdescription=no	Enumerated	String	ATC
ATC:A06AX01	Glycerol	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX01&showdescription=no	Enumerated	String	ATC
ATC:A06AX02	Carbondioxideproducingdrugs	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX02&showdescription=no	Enumerated	String	ATC
ATC:A06AX03	Lubiprostone	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX03&showdescription=no	Enumerated	String	ATC
ATC:A06AX04	Linaclotide	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX04&showdescription=no	Enumerated	String	ATC
ATC:A06AX05	Prucalopride	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX05&showdescription=no	Enumerated	String	ATC
ATC:A06AX06	Tegaserod	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX06&showdescription=no	Enumerated	String	ATC
ATC:A06AX07	Plecanatide	ATC	https://www.whocc.no/atc_ddd_index/?code=A06AX07&showdescription=no	Enumerated	String	ATC
ATC:A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	ATC	https://www.whocc.no/atc_ddd_index/?code=A07&showdescription=no	Enumerated	String	ATC
ATC:A07A	Intestinal anti-infectives	ATC	https://www.whocc.no/atc_ddd_index/?code=A07A&showdescription=no	Enumerated	String	ATC
ATC:A07AA	Antibiotics	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA&showdescription=no	Enumerated	String	ATC
ATC:A07AA01	Neomycin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA01&showdescription=no	Enumerated	String	ATC
ATC:A07AA02	Nystatin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA02&showdescription=no	Enumerated	String	ATC
ATC:A07AA03	Natamycin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA03&showdescription=no	Enumerated	String	ATC
ATC:A07AA04	Streptomycin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA04&showdescription=no	Enumerated	String	ATC
ATC:A07AA05	PolymyxinB	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA05&showdescription=no	Enumerated	String	ATC
ATC:A07AA06	Paromomycin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA06&showdescription=no	Enumerated	String	ATC
ATC:A07AA07	AmphotericinB	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA07&showdescription=no	Enumerated	String	ATC
ATC:A07AA08	Kanamycin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA08&showdescription=no	Enumerated	String	ATC
ATC:A07AA09	Vancomycin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA09&showdescription=no	Enumerated	String	ATC
ATC:A07AA10	Colistin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA10&showdescription=no	Enumerated	String	ATC
ATC:A07AA11	Rifaximin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA11&showdescription=no	Enumerated	String	ATC
ATC:A07AA12	Fidaxomicin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA12&showdescription=no	Enumerated	String	ATC
ATC:A07AA51	Neomycin,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA51&showdescription=no	Enumerated	String	ATC
ATC:A07AA54	Streptomycin,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AA54&showdescription=no	Enumerated	String	ATC
ATC:A07AB	Sulfonamides	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AB&showdescription=no	Enumerated	String	ATC
ATC:A07AB02	Phthalylsulfathiazole	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AB02&showdescription=no	Enumerated	String	ATC
ATC:A07AB03	Sulfaguanidine	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AB03&showdescription=no	Enumerated	String	ATC
ATC:A07AB04	Succinylsulfathiazole	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AB04&showdescription=no	Enumerated	String	ATC
ATC:A07AC	Imidazolederivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AC&showdescription=no	Enumerated	String	ATC
ATC:A07AC01	Miconazole	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AC01&showdescription=no	Enumerated	String	ATC
ATC:A07AX	Otherintestinalanti-infectives	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AX&showdescription=no	Enumerated	String	ATC
ATC:A07AX01	Broxyquinoline	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AX01&showdescription=no	Enumerated	String	ATC
ATC:A07AX02	Acetarsol	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AX02&showdescription=no	Enumerated	String	ATC
ATC:A07AX03	Nifuroxazide	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AX03&showdescription=no	Enumerated	String	ATC
ATC:A07AX04	Nifurzide	ATC	https://www.whocc.no/atc_ddd_index/?code=A07AX04&showdescription=no	Enumerated	String	ATC
ATC:A07B	Intestinal adsorbents	ATC	https://www.whocc.no/atc_ddd_index/?code=A07B&showdescription=no	Enumerated	String	ATC
ATC:A07BA	Charcoalpreparations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BA&showdescription=no	Enumerated	String	ATC
ATC:A07BA01	Medicinalcharcoal	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BA01&showdescription=no	Enumerated	String	ATC
ATC:A07BA51	Medicinalcharcoal,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BA51&showdescription=no	Enumerated	String	ATC
ATC:A07BC	Otherintestinaladsorbents	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC&showdescription=no	Enumerated	String	ATC
ATC:A07BC01	Pectin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC01&showdescription=no	Enumerated	String	ATC
ATC:A07BC02	Kaolin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC02&showdescription=no	Enumerated	String	ATC
ATC:A07BC03	Crospovidone	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC03&showdescription=no	Enumerated	String	ATC
ATC:A07BC04	Attapulgite	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC04&showdescription=no	Enumerated	String	ATC
ATC:A07BC05	Diosmectite	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC05&showdescription=no	Enumerated	String	ATC
ATC:A07BC30	Combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC30&showdescription=no	Enumerated	String	ATC
ATC:A07BC54	Attapulgite,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07BC54&showdescription=no	Enumerated	String	ATC
ATC:A07C	Electrolytes with carbohydrates	ATC	https://www.whocc.no/atc_ddd_index/?code=A07C&showdescription=no	Enumerated	String	ATC
ATC:A07CA	Oralrehydrationsaltformulations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07CA&showdescription=no	Enumerated	String	ATC
ATC:A07DA	Antipropulsives	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA&showdescription=no	Enumerated	String	ATC
ATC:A07DA01	Diphenoxylate	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA01&showdescription=no	Enumerated	String	ATC
ATC:A07DA02	Opium	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA02&showdescription=no	Enumerated	String	ATC
ATC:A07DA03	Loperamide	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA03&showdescription=no	Enumerated	String	ATC
ATC:A07DA04	Difenoxin	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA04&showdescription=no	Enumerated	String	ATC
ATC:A07DA05	Loperamideoxide	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA05&showdescription=no	Enumerated	String	ATC
ATC:A07DA06	Eluxadoline	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA06&showdescription=no	Enumerated	String	ATC
ATC:A07DA52	Morphine,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA52&showdescription=no	Enumerated	String	ATC
ATC:A07DA53	Loperamide,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07DA53&showdescription=no	Enumerated	String	ATC
ATC:A07E	Intestinal anti-inflammatory agents	ATC	https://www.whocc.no/atc_ddd_index/?code=A07E&showdescription=no	Enumerated	String	ATC
ATC:A07EA	Corticosteroidsactinglocally	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA&showdescription=no	Enumerated	String	ATC
ATC:A07EA01	Prednisolone	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA01&showdescription=no	Enumerated	String	ATC
ATC:A07EA02	Hydrocortisone	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA02&showdescription=no	Enumerated	String	ATC
ATC:A07EA03	Prednisone	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA03&showdescription=no	Enumerated	String	ATC
ATC:A07EA04	Betamethasone	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA04&showdescription=no	Enumerated	String	ATC
ATC:A07EA05	Tixocortol	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA05&showdescription=no	Enumerated	String	ATC
ATC:A07EA06	Budesonide	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA06&showdescription=no	Enumerated	String	ATC
ATC:A07EA07	Beclometasone	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EA07&showdescription=no	Enumerated	String	ATC
ATC:A07EB	Antiallergicagents,excludingcorticosteroids	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EB&showdescription=no	Enumerated	String	ATC
ATC:A07EB01	Cromoglicicacid	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EB01&showdescription=no	Enumerated	String	ATC
ATC:A07EC	Aminosalicylicacidandsimilaragents	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EC&showdescription=no	Enumerated	String	ATC
ATC:A07EC01	Sulfasalazine	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EC01&showdescription=no	Enumerated	String	ATC
ATC:A07EC02	Mesalazine	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EC02&showdescription=no	Enumerated	String	ATC
ATC:A07EC03	Olsalazine	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EC03&showdescription=no	Enumerated	String	ATC
ATC:A07EC04	Balsalazide	ATC	https://www.whocc.no/atc_ddd_index/?code=A07EC04&showdescription=no	Enumerated	String	ATC
ATC:A07FA	Antidiarrheal micro-organisms	ATC	https://www.whocc.no/atc_ddd_index/?code=A07FA&showdescription=no	Enumerated	String	ATC
ATC:A07FA01	Lacticacidproducingorganisms	ATC	https://www.whocc.no/atc_ddd_index/?code=A07FA01&showdescription=no	Enumerated	String	ATC
ATC:A07FA02	Saccharomycesboulardii	ATC	https://www.whocc.no/atc_ddd_index/?code=A07FA02&showdescription=no	Enumerated	String	ATC
ATC:A07FA51	Lacticacidproducingorganisms,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07FA51&showdescription=no	Enumerated	String	ATC
ATC:A07XA	Other antidiarrheals	ATC	https://www.whocc.no/atc_ddd_index/?code=A07XA&showdescription=no	Enumerated	String	ATC
ATC:A07XA01	Albumintannate	ATC	https://www.whocc.no/atc_ddd_index/?code=A07XA01&showdescription=no	Enumerated	String	ATC
ATC:A07XA02	Ceratonia	ATC	https://www.whocc.no/atc_ddd_index/?code=A07XA02&showdescription=no	Enumerated	String	ATC
ATC:A07XA03	Calciumcompounds	ATC	https://www.whocc.no/atc_ddd_index/?code=A07XA03&showdescription=no	Enumerated	String	ATC
ATC:A07XA04	Racecadotril	ATC	https://www.whocc.no/atc_ddd_index/?code=A07XA04&showdescription=no	Enumerated	String	ATC
ATC:A07XA51	Albumintannate,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A07XA51&showdescription=no	Enumerated	String	ATC
ATC:A08	Antiobesity preparations, excluding diet products	ATC	https://www.whocc.no/atc_ddd_index/?code=A08&showdescription=no	Enumerated	String	ATC
ATC:A08A	Anti obesity drugs list, excluding diet products	ATC	https://www.whocc.no/atc_ddd_index/?code=A08A&showdescription=no	Enumerated	String	ATC
ATC:A08AA	Centrallyactingantiobesitydrugs	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA&showdescription=no	Enumerated	String	ATC
ATC:A08AA01	Phentermine	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA01&showdescription=no	Enumerated	String	ATC
ATC:A08AA02	Fenfluramine	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA02&showdescription=no	Enumerated	String	ATC
ATC:A08AA03	Amfepramone	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA03&showdescription=no	Enumerated	String	ATC
ATC:A08AA04	Dexfenfluramine	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA04&showdescription=no	Enumerated	String	ATC
ATC:A08AA05	Mazindol	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA05&showdescription=no	Enumerated	String	ATC
ATC:A08AA06	Etilamfetamine	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA06&showdescription=no	Enumerated	String	ATC
ATC:A08AA07	Cathine	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA07&showdescription=no	Enumerated	String	ATC
ATC:A08AA08	Clobenzorex	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA08&showdescription=no	Enumerated	String	ATC
ATC:A08AA09	Mefenorex	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA09&showdescription=no	Enumerated	String	ATC
ATC:A08AA10	Sibutramine	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA10&showdescription=no	Enumerated	String	ATC
ATC:A08AA11	Lorcaserin	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA11&showdescription=no	Enumerated	String	ATC
ATC:A08AA56	Ephedrine,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA56&showdescription=no	Enumerated	String	ATC
ATC:A08AA62	Bupropionandnaltrexone	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AA62&showdescription=no	Enumerated	String	ATC
ATC:A08AB	Peripherallyactingantiobesitydrugs	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AB&showdescription=no	Enumerated	String	ATC
ATC:A08AB01	Orlistat	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AB01&showdescription=no	Enumerated	String	ATC
ATC:A08AX	Otherantiobesitydrugs	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AX&showdescription=no	Enumerated	String	ATC
ATC:A08AX01	Rimonabant	ATC	https://www.whocc.no/atc_ddd_index/?code=A08AX01&showdescription=no	Enumerated	String	ATC
ATC:A09A	Digestives, including enzymes	ATC	https://www.whocc.no/atc_ddd_index/?code=A09A&showdescription=no	Enumerated	String	ATC
ATC:A09AA	Enzyme preparations	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AA&showdescription=no	Enumerated	String	ATC
ATC:A09AA01	Diastase	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AA01&showdescription=no	Enumerated	String	ATC
ATC:A09AA02	Multienzymes(lipase,protease,etc.)	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AA02&showdescription=no	Enumerated	String	ATC
ATC:A09AA03	Pepsin	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AA03&showdescription=no	Enumerated	String	ATC
ATC:A09AA04	Tilactase	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AA04&showdescription=no	Enumerated	String	ATC
ATC:A09AB	Acid preparations	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AB&showdescription=no	Enumerated	String	ATC
ATC:A09AB01	Glutamicacidhydrochloride	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AB01&showdescription=no	Enumerated	String	ATC
ATC:A09AB02	Betainehydrochloride	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AB02&showdescription=no	Enumerated	String	ATC
ATC:A09AB03	Hydrochloricacid	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AB03&showdescription=no	Enumerated	String	ATC
ATC:A09AB04	Citricacid	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AB04&showdescription=no	Enumerated	String	ATC
ATC:A09AC	Enzyme and acid preparations, combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AC&showdescription=no	Enumerated	String	ATC
ATC:A09AC01	Pepsinandacidpreparations	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AC01&showdescription=no	Enumerated	String	ATC
ATC:A09AC02	Multienzymesandacidpreparations	ATC	https://www.whocc.no/atc_ddd_index/?code=A09AC02&showdescription=no	Enumerated	String	ATC
ATC:A10	Drugs used in diabetes	ATC	https://www.whocc.no/atc_ddd_index/?code=A10&showdescription=no	Enumerated	String	ATC
ATC:A10A	Insulins and analogues	ATC	https://www.whocc.no/atc_ddd_index/?code=A10A&showdescription=no	Enumerated	String	ATC
ATC:A10AB	Insulinsandanaloguesforinjection,fast-acting	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB&showdescription=no	Enumerated	String	ATC
ATC:A10AB01	Insulin(human)	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB01&showdescription=no	Enumerated	String	ATC
ATC:A10AB02	Insulin(beef)	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB02&showdescription=no	Enumerated	String	ATC
ATC:A10AB03	Insulin(pork)	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB03&showdescription=no	Enumerated	String	ATC
ATC:A10AB04	Insulinlispro	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB04&showdescription=no	Enumerated	String	ATC
ATC:A10AB05	Insulinaspart	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB05&showdescription=no	Enumerated	String	ATC
ATC:A10AB06	Insulinglulisine	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB06&showdescription=no	Enumerated	String	ATC
ATC:A10AB30	Combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AB30&showdescription=no	Enumerated	String	ATC
ATC:A10AC	Insulinsandanaloguesforinjection,intermediate-acting	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AC&showdescription=no	Enumerated	String	ATC
ATC:A10AC01	Insulin(human)	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AC01&showdescription=no	Enumerated	String	ATC
ATC:A10AC02	Insulin(beef)	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AC02&showdescription=no	Enumerated	String	ATC
ATC:A10AC03	Insulin(pork)	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AC03&showdescription=no	Enumerated	String	ATC
ATC:A10AC04	Insulinlispro	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AC04&showdescription=no	Enumerated	String	ATC
ATC:A10AC30	Combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AC30&showdescription=no	Enumerated	String	ATC
ATC:A10AD	Insulinsandanaloguesforinjection,intermediate-orlong-actingcombinedwithfast-acting	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AD&showdescription=no	Enumerated	String	ATC
ATC:A10AD01	Insulin(human)	ATC	https://www.whocc.no/atc_ddd_index/?code=A10AD01&showdescription=no	Enumerated	String	ATC
